"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.1128,4.53,418.18,24.68,11.77,13.63,25.78,50.19,1.075,0
0.1086,1.89,244.97,10.69,1.02,14.82,22.01,68.89,0.95,0.2
0.1021,4.15,300.8,22.81,10.68,14.03,26.18,59.28,0.825,0
0.0911,4.53,403.75,25.55,13.42,13.52,25.52,51.98,0.7,0
0.0846,4.41,412.01,25.68,12.85,9.03,24.13,57.53,0.575,0
0.0784,2.39,390.93,16.9,5.59,5.39,13.44,65.22,0.45,0
0.0746,2.62,340.67,18.62,7.87,4.16,13.48,65.31,0.325,0.1
0.0731,1.92,208.88,13.35,2.82,2.7,13.68,71.28,0.2,0
0.0729,2.07,263.97,13.25,3.47,7.33,18.96,67.59,0.2625,0
0.0728,2.23,286.37,13.88,3.21,8.04,20.5,75.41,0.325,2.7
0.0773,2.76,213.64,17.41,5.04,8.81,18.9,77.15,0.3875,0.5
0.0794,1.4,341.29,8.64,1.28,9.33,17.84,82.4,0.45,0.7
0.0849,3.56,376.3,20.3,6.35,11.68,24.17,69.61,0.5125,1
0.0883,1.3,264.45,7.6,0.33,14.43,19.22,84.28,0.575,9.7
0.137,0.77,369.6,4.98,0.06,10.58,14.42,94.04,0.6375,7.6
0.2097,1.72,286.63,11.36,0.79,9.25,14.78,78.02,0.7,0
0.2172,2.3,139.35,14.88,3.33,7.51,16.35,81.6,0.8375,0
0.2175,4.07,172.83,24.59,10.24,6.33,21.74,71.81,0.975,0
0.2145,3.28,261.23,18.65,5.53,12.68,21.34,78.78,1.1125,2.6
0.2424,3.83,170.59,21.9,6.27,12.28,24.21,76.86,1.25,0
0.2416,1.38,274.28,7.92,0.72,13.48,20.09,86.39,1.3875,19.2
0.3085,0.75,318.61,4.34,0.04,15.31,19.32,94.77,1.525,26.2
0.3283,2.33,212.25,13.45,3.52,13.32,21.6,80.06,1.6625,1.1
0.3238,1.43,249.77,8.32,2.46,12.8,22.99,91.62,1.8,27
0.3351,2.69,337.99,15.21,2.57,14.44,23.44,87.28,1.7625,7.7
0.3329,2.47,193.35,14.08,3.68,14.24,22.42,89.16,1.725,0.9
0.3186,3.34,200.69,18.52,6.2,13.78,25.67,86.51,1.6875,0
0.3045,4.86,215.81,26.38,12.21,13.75,27.95,73.21,1.65,0
0.2881,4.73,212.87,25.72,12.34,13.17,26.93,73.75,1.6125,0
0.2871,4.02,210.06,21.26,6.98,15.07,27.43,78.2,1.575,5.5
0.301,4.35,250.18,25.13,10.16,11.92,23.31,77.7,1.5375,0
0.2808,4.86,225.75,28.84,12.87,9.43,21.87,65.65,1.5,0
0.2643,4.16,136.76,24.32,8.42,8.26,22.57,67.46,1.3375,0
0.2521,3.14,182.31,17.85,3.97,13.58,22.19,72.03,1.175,0.4
0.2883,2.03,153.02,11.88,1.08,14.56,21.88,87.97,1.0125,19.7
0.3656,1.96,279.16,11.75,1.97,13.84,20.06,91.93,0.85,19.2
0.3521,2.45,296.33,14.71,4.21,12.68,21.04,84.61,0.6875,4.1
0.3562,2.57,187.62,15.58,3.91,10.99,19.35,87.07,0.525,11.7
0.3499,3.2,147.52,19.34,6.6,8.44,21.06,81.4,0.3625,4.9
0.3524,2.1,183.03,12.72,2.19,12.58,19.78,88.17,0.2,7.4
0.3626,2.23,278.67,13.71,2.99,12.72,18.64,86.36,0.25,2.3
0.3444,3.33,204.63,20.15,6.09,11.87,19.3,74.34,0.3,0.1
0.3468,1.23,414.29,7.41,0.47,12.74,19.03,85.99,0.35,14.9
0.3593,1.77,243.29,10.09,0.3,15.54,21.04,92.08,0.4,4.2
0.3448,4.16,214.1,22.44,9.94,15,25.73,79.09,0.45,0
0.3444,4.48,211.94,22.72,8.63,18.66,31.61,78.15,0.5,40.8
0.4106,2.82,216.63,15.36,4.42,15.44,24.04,83.58,0.55,0
0.3962,1.27,186.81,7.72,1.58,11.04,18.53,88.65,0.6,6.9
0.3921,2.89,292.38,18.37,7.51,10.83,19.72,85.27,0.875,2.7
0.3862,1.46,293.58,8.81,2.18,11.69,18.06,89.96,1.15,2.9
0.3756,3.57,216.35,20.53,5.83,12.07,22.8,75.1,1.425,14.1
0.3915,3.12,369.94,18.18,4.43,13.53,21.28,76.47,1.7,0.6
0.3759,1.62,362.2,9.45,1.06,14.62,19.81,86.46,1.975,1.6
0.3739,1.59,394.26,9.13,0.56,14.79,20.99,87.39,2.25,18.9
0.3912,3.33,398.64,20.28,7.64,9.9,19.3,76.69,2.525,4.2
0.3767,3.55,272.31,21.18,7.86,10.28,20.4,74.72,2.8,0
0.3629,3.67,138.39,21.16,8.77,10.05,22.68,77.9,2.775,0
0.353,2.17,372.13,12.96,4.68,10.13,21.32,81.41,2.75,1.5
0.3454,4.01,223.32,24.09,10.69,9.25,21.01,74.9,2.725,0
0.3025,3.63,153.21,21.13,7.1,7.64,22.3,72.79,2.7,0
0.2825,2.56,310.85,14.37,3.52,14.63,22.22,74.33,2.675,0
0.2748,3.55,258.38,19.47,4.97,14.84,24.88,75.41,2.65,0
0.2662,4.65,300.65,24.5,10.41,15.52,29.69,69.12,2.625,0
0.2546,3.28,460.16,18.26,7.13,15.37,23.37,66.3,2.6,0
0.2447,3.71,296.25,21.55,7.29,12.44,23.66,75.88,2.6125,0
0.2361,2.22,230.26,13.76,4.38,9.93,19.24,84,2.625,3.8
0.2336,3.2,267.72,19.65,7.49,8.2,20.16,74.19,2.6375,0
0.2282,3.41,220.89,20.05,9.13,9.37,22.07,72.6,2.65,0
0.2211,2.37,262.15,13.17,2.97,14.38,24.52,79.01,2.6625,0
0.2173,2.32,237.59,12.94,4.6,13.87,24.86,83.48,2.675,1.5
0.2119,4.54,160.35,24.12,11.67,12.62,28.5,72.03,2.6875,0
0.1999,5.18,167.91,26.81,14.75,13.53,30.93,61.17,2.7,0
0.1831,4.75,261.45,23.89,11.11,17.94,34.87,61.7,2.5,0
0.1599,4.7,210.71,24.69,10.75,16.54,28.41,72.11,2.3,21.8
0.1671,3.1,186.92,16.74,5.43,17.49,26.41,81.43,2.1,0.7
0.1783,3.22,208.88,17.24,5.7,18,26.69,83.64,1.9,0
0.1663,2.89,132.74,15.55,5.21,16.59,26.86,82.37,1.7,0
0.1493,2.64,212.25,14.4,3.37,14.74,24.9,80.11,1.5,0
0.1278,3.21,119.94,17.96,5.41,12.49,24.53,74.05,1.3,0
0.1074,2.96,301.11,16.54,4.9,14.1,22.79,76.98,1.1,0.4
0.094,2.52,244.39,14.01,3.53,15.97,24.31,82.98,1.3375,6.3
0.0986,2.47,307.95,14.01,3.68,15.16,23.52,81.87,1.575,0
0.1042,2.2,223.74,12.36,2.33,13.91,23.34,84.08,1.8125,1.6
0.1094,2.61,211.03,15.06,5.32,11.72,21.06,81.71,2.05,3.3
0.1223,2.61,214.52,15.25,4.49,11.25,22.12,79.09,2.2875,5.4
0.1717,0.95,299.28,5.64,0.03,13.5,18.3,96.68,2.525,9.4
0.2616,0.72,427.23,4.2,0.26,15.86,19.43,94.46,2.7625,13.7
0.2731,2.35,377.76,13.43,3.67,12.88,20.97,81.37,3,0
0.2566,2.91,267.53,17.07,6.96,11.62,22.95,81.13,2.7875,0.5
0.2473,2.82,257.37,16.27,6.56,10.08,23.25,82.82,2.575,0
0.237,2.94,339.57,16.47,6.29,9.87,24.29,77.45,2.3625,0
0.2277,2.7,357.53,15.59,6.29,12.41,22.21,74.37,2.15,0
0.2179,2.42,217.35,15.19,6.92,9.78,19.32,79.4,1.9375,2.8
0.2208,2.81,199.67,18.1,7.7,7.26,17.76,79.97,1.725,1.2
0.2303,1,344.76,6.4,0.6,6.09,16,92.37,1.5125,6.4
0.2627,2.21,302.9,12.37,3.69,14.94,23.24,86.54,1.3,0
0.2548,2.6,278.5,14.77,5.15,13.49,23.1,83.18,1.375,0
0.244,2.66,152.97,15.4,4.33,11.5,23.2,77.97,1.45,0
0.2334,3.94,229.71,22.97,11.67,11.34,22.45,73.1,1.525,0
0.2208,3.85,288.38,22.55,11.98,10.5,22.87,74.22,1.6,0
0.2064,4.19,283.4,23.96,13.24,10.79,25.05,64.46,1.675,0
0.1876,4,188.59,22.84,12.92,9.07,25.54,67.34,1.75,0
0.1698,2.57,227.37,14.44,5.1,10.41,26.17,77.08,1.825,2.9
0.1639,2.96,350.03,16.7,7.42,14.67,24.07,72.54,1.9,1.2
0.1733,1.65,426.16,9.71,3.27,13.92,19.55,84.47,1.95,6
0.2294,1.64,294.99,9.44,3.7,12.03,23.38,85.67,2,0.2
0.2295,4.04,142.88,21.81,12.89,10.7,28.48,71.11,2.05,0
0.2205,4.23,188.36,21.73,12.88,15.49,31.81,66.03,2.1,0
0.2075,4.23,172.3,21.54,12.84,16.6,32.88,67.64,2.15,0
0.1905,3.7,223.58,19.21,10.78,17.72,29.79,73.71,2.2,0
0.1702,3.46,294.41,17.95,8.56,16.86,29.86,74.71,2.25,0.8
0.1454,3.13,311.21,16.85,9.25,14.52,27,72.99,2.3,0.5
0.1258,2.32,211.06,13.5,5,10.78,22.7,80.84,2.3,0
0.1096,3.48,105.37,20.45,12.39,7.98,24.12,72.11,2.3,0
0.0924,3.46,154.66,19.64,11.76,9.69,26.07,70.65,2.3,0
0.0788,2.48,196.22,14.39,7.08,11.14,24.15,82.35,2.3,0
0.0674,2.64,233.65,15.26,5.86,9.87,23.31,77.81,2.3,0.7
0.0652,2.5,256.14,14.31,6.03,13.02,23.68,77.68,2.3,0.6
0.0672,1.73,437.36,9.74,3.4,14.4,22.91,81.88,2.3,4.9
0.0706,2.57,195.68,14.81,8.19,12.23,23.35,81.56,2.3,0
0.0696,2.97,127.73,16.84,10.69,10.83,26.35,80.69,2.225,0
0.0684,3.44,171.64,19.06,11.91,11.68,27.01,69.82,2.15,0
0.0666,3.3,246.83,18,11.89,12.14,28.36,70.7,2.075,0
0.0576,2.78,160.41,16.26,8.91,10.96,23.8,79.61,2,0
0.0525,3.08,149.18,17.68,11.27,8.84,26.36,72.22,1.925,0
0.0503,1.44,133.97,8.21,1.53,13.35,23.84,84.06,1.85,0
0.0481,3.18,117.13,17.03,11.34,13.54,29.73,71.45,1.775,0
0.0447,3.2,192.91,16.48,11.47,15,32.62,65.14,1.7,0
0.0406,3.18,193.08,16.41,11.43,16.59,32.42,62.33,1.6375,0
0.0369,2.89,292.62,15.2,8.95,15.39,30.25,66.88,1.575,14.9
0.0443,1.88,271.58,10.84,5.07,14,22.11,79.96,1.5125,0
0.0442,1.45,146.99,8.34,1.77,11.57,20.55,86.36,1.45,0
0.0446,1.31,235.53,7.69,2.63,13.07,19.61,83.65,1.3875,0
0.0435,1.98,169.46,12.27,5.68,9.23,19.88,76.12,1.325,0
0.0413,1.79,98.74,11.17,4.41,6.76,19.92,78.98,1.2625,0
0.0412,2.26,145.9,13.83,9.06,8.5,20.98,71.82,1.2,0
0.0393,1.93,110.88,12.04,6.7,6.71,21.75,78.39,1.175,0
0.0386,2.07,175.99,12.81,8.11,7.62,21.75,80.54,1.15,0
0.0365,2.43,215.54,14.38,10.15,7.54,24.19,70.38,1.125,0
0.0355,2.32,295.95,13.46,9.12,9.76,26.29,70.3,1.1,0
0.0345,1.79,116.28,11.19,6.07,7.25,19.82,81.68,1.075,0
0.0323,2.3,160.18,14.31,9.47,4.86,21.79,73.57,1.05,0
0.0324,1.99,414.63,11.25,6.46,13.95,23.28,63.1,1.025,0
0.0319,1.05,491.42,6.17,2.58,13.87,19.76,79.67,1,1.8
0.0323,1.65,278.98,10.15,4.93,10.82,18.89,78.12,1.025,0.6
0.0328,1.24,215.18,7.76,2.88,9.69,18.08,85.18,1.05,4.3
0.0335,0.88,384.19,5.75,2.11,8.7,15.99,86.84,1.075,1.9
0.0368,1.53,234.92,9.45,5.68,11.39,18.53,80.71,1.1,0
0.0373,1.23,346.53,7.92,4.37,8.71,17.43,79.04,1.125,0
0.0351,2.01,411.72,13.62,10.05,4.9,14.54,70.28,1.15,0
0.0337,0.97,340.14,6.72,1.98,3.2,12.85,78.28,1.175,0
0.0351,0.75,279.58,5.04,2.32,9.21,14.7,82.97,1.2,0
0.0351,1.31,230.17,8.93,4.7,4.67,14.75,76.89,1.175,0
0.0333,1.44,116.48,10.28,7.67,3.49,14.15,81.33,1.15,0
0.0318,1.31,142.4,9.64,6.5,2.3,13.42,79.46,1.125,0
0.0309,0.97,141.68,7.36,2.89,0.04,12.73,87.9,1.1,1.8
0.0338,0.48,353.2,3.3,0,6.9,9.93,84.42,1.075,0
0.0333,1.15,442.35,7.93,5.34,6.44,12.36,76.03,1.05,0
0.0328,1.1,344.97,7.68,5.31,7.5,13.42,77.38,1.025,6.4
0.0493,0.65,258.01,4.36,2.71,8.55,14.9,89.12,1,0.2
0.0568,1.66,236.15,10.53,9.15,6.72,19.74,78.21,1,0
0.0616,0.84,177.86,5.48,2.94,6.53,16.41,89.95,1,0
0.0718,0.64,342.8,4.43,2.69,7.04,13.78,91.54,1,13.9
0.1226,0.54,343.17,3.93,2.19,4.09,11.43,90.36,1,4.1
0.1654,0.31,214.61,2.01,0.11,6.13,11.07,93.58,1,6
0.1898,0.66,183.17,4.88,2.25,6.03,10.36,86.75,1,2.5
0.1969,0.64,138.74,4.85,2.17,-0.53,9.88,89.9,1,0
0.1942,0.43,140.72,4.14,0.6,-1.49,6.69,96.81,1,0
0.1965,0.23,191.35,1.71,0,5.27,9,94.55,1,2.1
0.2037,0.21,102.12,1.41,0,8.43,9.78,94.15,1,0
0.2025,0.93,127.91,6.48,4.8,6.25,12.7,88.83,1,0
0.2012,0.39,312.61,2.65,0.3,7.65,13.35,92.66,1,0
0.2008,0.21,303.27,1.52,0,10.31,13.66,91.52,1,0.5
0.1993,0.98,96.33,6.74,6.51,4.98,15.14,89.72,1,0
0.1965,0.96,72.48,6.91,7.17,4.32,15.26,89.77,1,0
0.1945,1.07,101.65,7.57,8.16,3.66,15.88,89.5,1,0
0.1934,0.64,146.87,4.42,3.56,2.97,14.23,93.87,0.9125,1.2
0.204,0.78,233.65,5.84,5.04,3.06,11.19,90.66,0.825,1.1
0.2158,0.53,217.88,4.22,3.2,2.17,9.83,94.73,0.7375,0.2
0.2148,0.66,301.92,4.88,4.34,5.46,11.05,82.89,0.65,1.3
0.2212,0.49,301.89,3.61,2.32,4.56,10.58,89.3,0.5625,0.9
0.2214,0.4,398.23,3.16,1.82,3.77,8.22,89.52,0.475,1.6
0.2426,0.16,193.41,1.13,0,2.88,6.11,94.21,0.3875,2.8
0.2457,0.53,181.12,4.39,3.55,-0.32,5.2,88.78,0.3,0.7
0.2622,0.19,219.94,1.35,0.04,-0.11,4.84,93.65,0.3,10.4
0.2995,0.16,170.72,1.35,0.43,2.69,7.06,96.03,0.3,13
0.3033,0.31,265.21,2.75,2.61,-2.58,5.3,88.81,0.3,0
0.268,0.36,228.14,3.16,2.1,-2.86,5.23,85.63,0.3,0.2
0.2577,0.19,183.3,1.73,0.1,0.93,4.91,89,0.3,1.3
0.2561,0.32,270.37,2.69,0.89,-1.76,5.68,92.79,0.3,5.3
0.277,0.1,351.74,0.82,0,5.55,11.93,97.96,0.3,11.4
0.3142,0.27,417.98,1.76,1.07,9.53,13.77,93.31,0.3,10.8
0.3144,0.42,505.43,3.04,1.6,8.16,11.8,87.4,0.525,17.7
0.3254,0.46,466.85,3.35,2.6,3.47,9.62,86.18,0.75,4.3
0.2882,0.42,429.52,3.06,2.33,3.91,7.94,79.69,0.975,2.1
0.2732,0.3,606.05,2.03,1.25,4.98,13.69,75.27,1.2,3.9
0.2863,0.24,412.87,1.52,0.28,9.99,14.56,81.94,1.425,2.9
0.2764,0.5,379.57,3.19,2.96,6.92,13.13,76.07,1.65,0
0.2615,0.32,206.66,2.44,1.61,4.98,12.41,91.59,1.875,0.1
0.2527,0.45,492.32,3.2,3.18,4.4,9.73,82.44,2.1,0
0.2338,0.63,387.18,5.31,7.37,-0.03,8.08,76.61,2.15,0
0.2219,0.37,127.19,3.69,2.96,-2.67,4.44,91.95,2.2,0
0.22,0.36,162.43,2.85,2.11,-0.38,9.01,89.52,2.25,0
0.2176,0.6,277.14,4.91,7.16,-3.74,3.88,82.37,2.3,0
0.2142,0.6,124.18,5.68,7.12,-6.94,3.1,86.25,2.35,0
0.2114,0.5,277.91,4.8,6.06,-7.77,4.71,81.59,2.4,0
0.2147,0.16,340.75,1.29,0.07,2.99,7.77,89.89,2.45,0.3
0.2175,0.2,176.98,1.61,0.67,-0.9,9.17,93.15,2.5,1.3
0.2154,0.4,75.66,3.87,4.94,-4.61,5.64,94.58,2.2625,0
0.2123,0.48,224.17,4.87,6.97,-5.01,3.29,82.27,2.025,0
0.2094,0.43,106.98,4.36,6.91,-5.48,4.81,83.02,1.7875,0
0.2063,0.48,122.16,4.33,6.83,-5.47,6.21,89.54,1.55,0
0.2117,0.24,295.74,1.86,0.98,0.53,9.05,77.16,1.3125,0
0.2221,0.39,395.6,2.83,2.99,4.92,9.37,70.62,1.075,0
0.2213,0.25,342.04,1.73,1.73,6.57,12.09,85.41,0.8375,0.1
0.2197,0.17,362.22,1.26,0.82,5.46,9.49,91.1,0.6,4.1
0.2358,0.25,401.04,1.82,0.57,6.56,9.93,88.64,0.7875,0
0.2327,0.18,193.92,1.43,0.66,2.39,8.15,93.6,0.975,1.3
0.2289,0.12,231.17,0.98,0.01,4.19,7.51,93.43,1.1625,0.6
0.2284,0.33,185.26,2.42,2.66,4.69,10.29,93.46,1.35,0
0.2254,0.19,275.82,1.34,0.57,5.02,8.31,92.13,1.5375,0
0.2223,0.4,215.82,3.05,4.27,2.58,7.5,86.19,1.725,0.1
0.22,0.18,172.34,1.2,0.51,2.22,6.88,94.26,1.9125,0.2
0.2197,0.2,181.23,1.47,0.6,4.9,8.05,95.01,2.1,0
0.2177,0.37,172.9,3.01,4.55,-0.67,6.99,93.35,2.1,0
0.2141,0.38,185.61,3.54,5.77,-2.84,4.58,91.22,2.1,0
0.2126,0.3,391.81,2.56,2.17,-0.99,8,84.27,2.1,15.1
0.3014,0.1,290.88,0.9,0,4.05,6.58,95.07,2.1,0
0.2743,0.29,457.8,2.66,3.19,3.67,8.39,88.48,2.1,0.9
0.2611,0.3,525.97,2.17,1.25,5.93,8.68,85.26,2.1,1.4
0.2553,0.1,615.53,0.51,0,7.81,11.15,90.47,2.1,2.9
0.2571,0.34,491.4,2.69,3.43,2.94,11.22,80.83,2.1,1.2
0.2508,0.4,269.38,3.43,5.77,1.04,8.7,89.53,2.03333333333333,0
0.2561,0.18,129.63,1.58,0.7,-3.39,4.53,95.37,1.96666666666667,0
0.2503,0.33,66.04,3.34,3.8,-5.52,2.3,95.4,1.9,0
0.2419,0.42,149.44,4.34,6.73,-6.78,3.48,93.61,1.83333333333333,0
0.2408,0.12,282.28,1.1,0.29,-2.89,0.45,98.11,1.76666666666667,0
0.2472,0.16,378.21,1.57,0.65,-2.2,0.55,95.04,1.7,2.9
0.2568,0.4,217.07,3.67,5.32,-1.02,5.9,92.19,1.625,0.4
0.2586,0.23,442.95,2.19,1.88,-1.18,4.84,90.98,1.55,3.6
0.2648,0.32,424.53,2.62,2.52,0.99,6.44,84.43,1.475,2.5
0.2588,0.45,197.28,4.39,6.36,-6.44,2.57,81.9,1.4,0
0.2398,0.47,174.92,5.47,6.65,-7.91,-0.76,80.11,1.325,1.5
0.2338,0.1,332.29,0.84,0,-3.19,0.72,92.8,1.25,1.4
0.2576,0.19,121.53,1.41,0,0.59,4.51,98.75,1.175,0.1
0.2744,0.23,333.05,1.96,0.35,1.93,5.62,93.78,1.1,6
0.3009,0.26,283.17,2.02,1.37,2.13,6.03,94.26,1.3,0.3
0.2813,0.17,552.99,1.12,0.86,4.65,9.72,82.27,1.5,0.7
0.2854,0.4,463.44,2.96,2.33,1.5,7.18,82.76,1.7,22.4
0.358,0.37,469.18,3.25,3.27,0.12,4.44,88.98,1.9,5.5
0.3255,0.31,328.27,2.7,2.09,-0.24,4.11,88.83,2.1,4
0.3048,0.39,171.46,3.81,3.46,-2.77,2.54,95.67,2.3,0
0.2921,0.08,160.11,1.02,0.23,-4.59,0.01,95.42,2.5,0
0.2763,0.5,188.57,4.93,6.02,-4.95,-0.38,87.57,2.7,0
0.2616,0.32,185.56,3.32,3.43,-5.64,-1.27,90.52,2.5375,0
0.2466,0.61,137.35,6.34,7.13,-6.5,2.66,81.36,2.375,0
0.2042,0.52,160.09,4.96,6.42,-6.61,3.82,72.73,2.2125,0
0.1676,0.59,188.51,5.66,7.58,-5.62,4.23,79.4,2.05,0
0.0976,0.57,68.32,6.04,7.41,-8.35,3.1,86.45,1.8875,0
0.0972,0.16,139.07,1.47,0.03,-4.37,0.94,89.09,1.725,0.2
0.1249,0.17,128.92,1.5,0,-0.45,1.56,95.96,1.5625,0
0.1661,0.27,196.46,2.76,2.25,-5.06,0.04,83.3,1.4,0
0.1459,0.6,208.31,6.46,7.58,-6.09,1.52,78.02,1.2625,0
0.1063,0.51,276.54,4.25,5.07,-4.84,7,69.53,1.125,0
0.1291,0.55,289.55,4.53,4.5,1.04,9.67,68.8,0.9875,0.8
0.1819,0.47,368.21,3.71,3.3,2.88,7.51,86.84,0.85,7
0.3113,0.12,375.48,1.06,0.05,2.44,7.59,94.04,0.7125,0.5
0.3107,0.23,141.22,1.85,0.24,2.05,4.65,87.39,0.575,0
0.2883,0.45,320.69,3.65,2.21,-0.26,6.2,84.19,0.4375,0.8
0.2815,0.72,324.83,5.11,4.64,5.07,12.67,83.73,0.3,0.2
0.2754,0.44,299.33,3.1,1.19,5.57,11.76,82.12,0.3375,0.9
0.2768,0.3,281.43,2.31,0.43,2.81,7.87,89.99,0.375,6.4
0.292,0.69,241.75,5.52,5.59,1.27,8.82,86.7,0.4125,0
0.2772,0.52,152.99,4.53,2.41,-0.11,7.79,85.25,0.45,0
0.2762,0.2,276.17,1.54,0,2.24,4.83,93.24,0.4875,3.9
0.2854,0.23,311.49,1.93,0,-0.19,3.15,90.09,0.525,0
0.2726,0.31,324.09,2.76,0.21,-2.71,1.35,83.19,0.5625,0
0.2638,0.16,318.55,1.56,0,-3.08,-0.04,82.79,0.6,1.6
0.2628,0.24,281.44,2.21,0.21,-1.29,1.75,91.83,0.5625,3.6
0.2806,0.52,373.08,3.98,2.72,0.26,5.95,85.95,0.525,0
0.2681,1,440.33,8.43,8.29,-0.79,8.54,74.73,0.4875,0
0.2595,1.03,246.79,8.69,8.79,-1.39,10.33,69.57,0.45,0
0.2547,1.09,191.3,8.44,8.19,-1.2,15.32,73.2,0.4125,0
0.2527,0.83,240.12,6.15,3.98,3.14,11.37,89.16,0.375,0.8
0.2504,0.36,273.18,2.71,0.78,2.9,9.43,91.77,0.3375,0.4
0.2479,0.79,139.82,6.06,3.74,0.73,10.56,84.79,0.3,0
0.2441,0.3,299.91,2.26,0.27,0.34,7.7,90.77,0.275,0.5
0.2441,0.21,463.56,1.56,0,6.84,11.2,95.13,0.25,4.2
0.2516,1.14,387.34,8.06,5.65,7.93,12.46,84.88,0.225,3.3
0.2647,0.18,638.38,1.26,0,8.68,11.15,91.64,0.2,33.3
0.3441,0.42,830.92,2.78,1.1,4.1,10.99,82.71,0.175,5.2
0.3219,0.89,325.25,7.2,5.91,-1.35,7.99,81.61,0.15,0.5
0.3096,0.65,435.73,5.31,3.68,-0.38,8.17,76.68,0.125,0.3
0.2996,0.47,496.19,3.25,0.18,6.46,10.82,79.25,0.1,0.3
0.2962,0.45,600.37,3.25,0.46,5.76,12.24,74.15,0.1625,7.6
0.3005,0.63,559.53,5.07,1.91,1.56,9.44,78.86,0.225,10.8
0.3191,0.75,402.4,5.84,2.23,2.33,9.45,86.53,0.2875,2.2
0.3119,0.47,620.29,3.5,0.66,3.05,8.55,71.95,0.35,0.2
0.2975,0.71,298.06,5.34,1.7,0.61,10.54,72.29,0.4125,0
0.2969,0.74,293.05,4.98,0.86,6.16,14.33,77.43,0.475,11.7
0.3301,0.99,491.93,7.35,4.35,4.6,10.81,82.17,0.5375,6.5
0.3274,0.62,247.12,4.78,1.81,3.97,8.64,89.3,0.6,1
0.3117,0.7,227.47,5.34,2.29,0.46,10.03,87.77,0.575,2.3
0.332,0.22,377.1,1.68,0,1.24,10.42,93.45,0.55,14.3
0.337,0.74,361.48,5.28,3.03,4.05,13.51,85.57,0.525,0.4
0.3213,1.64,133.61,12.51,8.66,-0.02,11.73,77.81,0.5,0
0.3081,1.29,171.58,9.37,5.74,1.19,13.08,69.1,0.475,0
0.2971,1.92,272.73,13.53,9.22,2.89,15.18,59.05,0.45,0
0.287,1.42,195.23,10.55,6.02,0.78,14.98,73.82,0.425,0
0.2786,1.78,311.82,12.59,7.24,2.86,16.23,81.16,0.4,0
0.2712,1.8,161,12.57,7.17,2.1,15.18,77.03,0.425,0
0.2646,2.09,180.3,14.76,10.63,0.11,17.44,73.94,0.45,0
0.2596,1.21,440.9,8.39,3.94,6.05,10.93,67.82,0.475,9.1
0.2701,0.47,470.91,3.11,0.08,6.41,12.77,93.43,0.5,6.5
0.2803,0.53,576.07,3.42,0.06,9.58,13.03,85.34,0.525,0.4
0.2752,0.58,585.06,3.98,0.12,9.34,12.3,84.31,0.55,2.6
0.2704,1.54,373.28,11.3,6.39,1.62,11.22,72.16,0.575,1.1
0.2625,1.95,261.47,14.81,8.98,-1.08,12.45,68.36,0.6,0
0.2564,2.28,368.35,16.08,9.78,1.3,14.65,72.05,0.6125,0
0.2501,2.18,421.17,15.22,9.23,4.28,14.2,69.05,0.625,0
0.2421,2.43,438.35,17.18,10.98,2.15,15.48,56.36,0.6375,0
